,name,state,year,count,committee,full_name,unique_committees_count
792,graves,Louisiana,2021,70,"['Committee On The Climate Crisis', 'Committee On The Climate Crisis', 'Committee On Transportation And Infrastructure']",Garret Graves,3
793,graves,Missouri,2013,164,"['Committee On Small Business', 'Committee On Transportation And Infrastructure']",Sam Graves,2
794,graves,Missouri,2015,110,"['Committee On Armed Services', 'Committee On Readiness', 'Committee On Tactical Air And Land Forces', 'Committee On Transportation And Infrastructure']",Sam Graves,4
795,graves,Missouri,2017,117,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Strategic Forces', 'Committee On Tactical Air And Land Forces', 'Committee On Transportation And Infrastructure']",Sam Graves,5
796,graves,Missouri,2019,108,"['Committee On Armed Services', 'Committee On Intelligence And Emerging Threats And Capabilities', 'Committee On Transportation And Infrastructure']",Sam Graves,3
797,graves,Missouri,2021,80,"['Committee On Armed Services', 'Committee On Intelligence And Special Operations', 'Committee On Seapower And Projection Forces', 'Committee On Transportation And Infrastructure']",Sam Graves,4
798,grayson,Florida,2013,335,"['Committee On Foreign Affairs', 'Committee On Science, Space, And Technology']",Alan Grayson,2
799,grayson,Florida,2015,332,"['Committee On Foreign Affairs', 'Committee On Science, Space, And Technology']",Alan Grayson,2
800,grayson,Florida,2017,29,"['Committee On Science, Space, And Technology']",Alan Grayson,1
801,green,Tennessee,2019,230,"['Committee On Cybersecurity, Infrastructure Protection, And', 'Committee On Homeland Security', 'Committee On Intelligence And Counterterrorism', 'Committee On Oversight And Reform', 'Committee On Transportation And Maritime Security']",Mark Green,5
802,green,Tennessee,2021,86,"['Committee On Armed Services', 'Committee On Foreign Affairs', 'Committee On Readiness', 'Committee On Tactical Air And Land Forces', 'Committee On Foreign Affairs']",Mark E. Green,5
803,green,Texas,2013,286,"['Committee On Energy And Commerce', 'Committee On Financial Services']",Gene Green,2
804,green,Texas,2015,300,"['Committee On Energy And Commerce', 'Committee On Financial Services']",Gene Green,2
805,green,Texas,2017,295,"['Committee On Energy And Commerce', 'Committee On Financial Services', 'Committee On Financial Services']",Al Green,3
806,green,Texas,2019,211,"['Committee On Border Security, Facilitation,', 'Committee On Border Security, Facilitation, And Operations', 'Committee On Emergency Preparedness, Response, And Recovery', 'Committee On Financial Services', 'Committee On Homeland Security']",Al Green,5
807,green,Texas,2021,195,"['Committee On Border Security, Facilitation, And Operations', 'Committee On Emergency Preparedness, Response, And Recovery', 'Committee On Financial Services', 'Committee On Homeland Security']",Al Green,4
808,greenbush,Wisconsin,2019,1,['Committee On Oversight And Reform'],Greenbush,1
809,greenville,Mississippi,2019,1,"['Committee On Science, Space, And Technology']",Greenville,1
810,griffin,Arkansas,2013,91,"['Committee On Human Resources', 'Committee On Social Security', 'Committee On Ways And Means']",Tim Griffin,3
811,griffith,Virginia,2013,186,['Committee On Energy And Commerce'],H. Morgan Griffith,1
812,griffith,Virginia,2015,178,"['Committee On Energy And Commerce', 'Committee On Energy And Commerce']",H. Morgan Griffith,2
813,griffith,Virginia,2017,175,['Committee On Energy And Commerce'],H. Morgan Griffith,1
814,griffith,Virginia,2019,109,"['Committee On Energy And Commerce', 'Committee On The Climate Crisis']",Morgan Griffith,2
815,griffith,Virginia,2021,31,['Committee On Energy And Commerce'],H. Morgan Griffith,1
816,grijalva,Arizona,2013,92,"['Committee On Early Childhood,', 'Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Early Childhood,Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Workforce Protections']",Raul M. Grijalva,6
817,grijalva,Arizona,2015,61,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Higher Education And Workforce Training']",Raul M. Grijalva,3
818,grijalva,Arizona,2017,46,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Workforce Protections']",Raul M. Grijalva,3
819,grijalva,Arizona,2019,88,"['Committee On Civil Rights And Human Services', 'Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment', 'Committee On Natural Resources']",Raul M. Grijalva,4
820,grijalva,Arizona,2021,43,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment']",Raul M. Grijalva,3
821,grimm,New York,2013,73,['Committee On Financial Services'],Michael G. Grimm,1
822,grisham,New Mexico,2013,193,"['Committee On Agriculture', 'Committee On Oversight And Government Reform', 'Committee On The Budget']",Michelle Lujan Grisham,3
823,grisham,New Mexico,2015,242,"['Committee On Agriculture', 'Committee On Oversight And Government Reform', 'Committee On The Budget']",Michelle Lujan Grisham,3
824,grisham,New Mexico,2017,28,"['Committee On Agriculture', 'Committee On The Budget']",Michelle Lujan Grisham,2
825,grothman,Wisconsin,2015,248,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Oversight And Government Reform', 'Committee On The Budget']",Glenn Grothman,5
826,grothman,Wisconsin,2017,66,"['Committee On Education And The Workforce', 'Committee On Higher Education And Workforce Development', 'Committee On Oversight And Government Reform', 'Committee On The Budget', 'Committee On Workforce Protections']",Glenn Grothman,5
827,grothman,Wisconsin,2019,207,"['Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment', 'Committee On Oversight And Reform']",Glenn Grothman,3
828,grothman,Wisconsin,2021,157,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment', 'Committee On Oversight And Reform', 'Committee On The Budget']",Glenn Grothman,5
829,group,Texas,2021,1,['Committee On Oversight And Reform'],An Amicus Brief On Behalf Of This Group,1
830,guest,Mississippi,2019,215,"['Committee On Border Security, Facilitation,', 'Committee On Border Security, Facilitation, And Operations', 'Committee On Emergency Preparedness, Response, And Recovery', 'Committee On Foreign Affairs', 'Committee On Homeland Security']",Michael Guest,5
831,guest,Mississippi,2021,145,"['Committee On Border Security, Facilitation, And Operations', 'Committee On Cybersecurity, Infrastructure Protection, And', 'Committee On Homeland Security', 'Committee On Intelligence And Counterterrorism', 'Committee On Transportation And Infrastructure']",Michael Guest,5
832,guinta,New Hampshire,2015,114,"['Committee On Financial Services', 'Committee On The Budget']",Frank Guinta,2
833,guthrie,Kentucky,2013,280,"['Committee On Education And The Workforce', 'Committee On Energy And Commerce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Training']",Brett Guthrie,4
834,guthrie,Kentucky,2015,244,"['Committee On Education And The Workforce', 'Committee On Energy And Commerce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Training', 'Committee On Energy And Commerce']",Brett Guthrie,5
835,guthrie,Kentucky,2017,218,"['Committee On Education And The Workforce', 'Committee On Energy And Commerce', 'Committee On Higher Education And Workforce Development']",Brett Guthrie,3
836,guthrie,Kentucky,2019,166,"['Committee On Education And Labor', 'Committee On Energy And Commerce', 'Committee On Higher Education And Workforce Investment']",Brett Guthrie,3
837,guthrie,Kentucky,2021,31,['Committee On Energy And Commerce'],Brett Guthrie,1
838,gutierrez,Illinois,2013,123,['Committee On The Judiciary'],Luis V. Gutierrez,1
839,gutierrez,Illinois,2015,93,['Committee On The Judiciary'],Luis V. Gutierrez,1
840,gutierrez,Illinois,2017,65,"['Committee On Courts, Intellectual Property, And The Internet', 'Committee On The Judiciary']",Luis V. Gutierrez,2
841,gutirrez,Illinois,2017,2,['Committee On The Judiciary'],Luis V. Gutirrez,1
842,haaland,New Mexico,2019,71,"['Committee On Armed Services', 'Committee On Military Personnel', 'Committee On Oversight And Reform', 'Committee On Readiness', 'Committee On Natural Resources']",Debra A. Haaland,5
843,"haaland,",New Mexico,2019,2,['Committee On Oversight And Reform'],"Deb Haaland,",1
844,hagedorn,Minnesota,2019,134,"['Committee On Agriculture', 'Committee On Small Business']",Jim Hagedorn,2
845,hagedorn,Minnesota,2021,77,"['Committee On Agriculture', 'Committee On Small Business', 'Committee On Small Business']",Jim Hagedorn,3
846,hahn,California,2013,170,"['Committee On Small Business', 'Committee On Transportation And Infrastructure']",Janice Hahn,2
847,hahn,California,2015,122,"['Committee On Small Business', 'Committee On Transportation And Infrastructure']",Janice Hahn,2
848,hall,Texas,2013,280,"['Committee On Energy And Commerce', 'Committee On Science, Space, And Technology']",Ralph M. Hall,2
849,hanabusa,Hawaii,2013,71,"['Committee On Armed Services', 'Committee On Readiness', 'Committee On Seapower And Projection Forces']",Colleen W. Hanabusa,3
850,hanabusa,Hawaii,2017,133,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Science, Space, And Technology', 'Committee On Seapower And Projection Forces', 'Committee On Strategic Forces']",Colleen Hanabusa,5
851,hand,Florida,2019,1,"['Committee On Science, Space, And Technology']",One Hand,1
852,handel,Florida,2017,6,['Committee On The Judiciary'],Karen Handel,1
853,handel,Georgia,2017,36,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On The Judiciary', 'Committee On Workforce Protections', 'Committee On Early Childhood, Elementary, And Secondary Education']",Karen Handel,5
854,hanna,New York,2013,170,"['Committee On Small Business', 'Committee On Transportation And Infrastructure']",Richard L. Hanna,2
855,hanna,New York,2015,122,"['Committee On Small Business', 'Committee On Transportation And Infrastructure']",Richard L. Hanna,2
856,harder,California,2019,121,"['Committee On Agriculture', 'Committee On Education And Labor', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Investment']",Josh Harder,4
857,harder,California,2021,39,['Committee On Agriculture'],Josh Harder,1
858,hardy,Nevada,2015,122,"['Committee On Small Business', 'Committee On Transportation And Infrastructure']",Cresent Hardy,2
859,harper,Mississippi,2013,197,"['Committee On Energy And Commerce', 'Committee On House Administration']",Gregg Harper,2
860,harper,Mississippi,2015,190,"['Committee On Energy And Commerce', 'Committee On House Administration', 'Committee On Energy And Commerce']",Gregg Harper,3
861,harper,Mississippi,2017,175,['Committee On Energy And Commerce'],Gregg Harper,1
862,harris,Maryland,2013,6,"['Committee On Science, Space, And Technology', 'Committee On Transportation And Infrastructure']",Andy Harris,2
863,harshbarger,Tennessee,2021,137,"['Committee On Cybersecurity, Infrastructure Protection, And', 'Committee On Education And Labor', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Investment', 'Committee On Homeland Security', 'Committee On Oversight, Management, And Accountability']",Diana Harshbarger,6
864,hartzler,Missouri,2013,98,"['Committee On Agriculture', 'Committee On Armed Services', 'Committee On Intelligence, Emerging Threats And Capabilities', 'Committee On Readiness', 'Committee On The Budget']",Vicky Hartzler,5
865,hartzler,Missouri,2015,146,"['Committee On Agriculture', 'Committee On Armed Services', 'Committee On Oversight And Investigations', 'Committee On Readiness', 'Committee On Seapower And Projection Forces', 'Committee On The Budget']",Vicky Hartzler,6
866,hartzler,Missouri,2017,84,"['Committee On Agriculture', 'Committee On Armed Services', 'Committee On Armed Services', 'Committee On Oversight And Investigations', 'Committee On Readiness', 'Committee On Seapower And Projection Forces']",Vicky Hartzler,6
867,hartzler,Missouri,2019,80,"['Committee On Agriculture', 'Committee On Armed Services', 'Committee On Seapower And Projection Forces', 'Committee On Tactical Air And Land Forces']",Vicky Hartzler,4
868,hartzler,Missouri,2021,64,"['Committee On Agriculture', 'Committee On Armed Services', 'Committee On Seapower And Projection Forces', 'Committee On Tactical Air And Land Forces']",Vicky Hartzler,4
869,hastings,Florida,2015,1,['Committee On Rules'],Alcee L. Hastings,1
870,hastings,Florida,2019,4,['Committee On Rules'],Alcee L. Hastings,1
871,hastings,Florida,2021,2,['Committee On Rules'],Alcee L. Hastings,1
872,hastings,Washington,2013,161,['Committee On Oversight And Government Reform'],Doc Hastings,1
